nomination_id,movie_id,category,ceremony_year,film_year,won
1748,49,Best Actor - Drama,2000,1999,TRUE
1749,235,Best Actor - Drama,2001,2000,TRUE
1750,284,Best Actor - Drama,2002,2001,TRUE
1751,595,Best Actor - Drama,2003,2002,TRUE
1752,814,Best Actor - Drama,2004,2003,TRUE
1753,520,Best Actor - Drama,2005,2004,TRUE
1754,124,Best Actor - Drama,2006,2005,TRUE
1755,612,Best Actor - Drama,2007,2006,TRUE
1756,76,Best Actor - Drama,2008,2007,TRUE
1757,364,Best Actor - Drama,2009,2008,TRUE
1758,153,Best Actor - Drama,2010,2009,TRUE
1759,609,Best Actor - Drama,2011,2010,TRUE
1760,553,Best Actor - Drama,2012,2011,TRUE
1761,334,Best Actor - Drama,2013,2012,TRUE
1762,158,Best Actor - Drama,2014,2013,TRUE
1763,683,Best Actor - Drama,2015,2014,TRUE
1764,656,Best Actor - Drama,2016,2015,TRUE
1765,349,Best Actor - Drama,2017,2016,TRUE
1766,781,Best Actor - Drama,2018,2017,TRUE
1767,100,Best Actor - Drama,2019,2018,TRUE
1768,352,Best Actor - Drama,2020,2019,TRUE
1769,565,Best Actor - Drama,2021,2020,TRUE
1770,643,Best Actor - Drama,2022,2021,TRUE
1771,563,Best Actor - Drama,2023,2022,TRUE
1772,415,Best Actor - Drama,2024,2023,TRUE
1773,536,Best Actor - Drama,2025,2024,TRUE
1774,663,Best Actor - Drama,2026,2025,TRUE
1775,673,Best Actress - Drama,1944,1943,TRUE
1776,228,Best Actress - Drama,1945,1944,TRUE
1777,526,Best Actress - Drama,1946,1945,TRUE
1778,815,Best Actress - Drama,1947,1946,TRUE
1779,816,Best Actress - Drama,1948,1947,TRUE
1780,299,Best Actress - Drama,1949,1948,TRUE
1781,591,Best Actress - Drama,1950,1949,TRUE
1782,503,Best Actress - Drama,1951,1950,TRUE
1783,817,Best Actress - Drama,1952,1951,TRUE
1784,818,Best Actress - Drama,1953,1952,TRUE
1785,452,Best Actress - Drama,1954,1953,TRUE
1786,545,Best Actress - Drama,1955,1954,TRUE
1787,659,Best Actress - Drama,1956,1955,TRUE
1788,59,Best Actress - Drama,1957,1956,TRUE
1789,686,Best Actress - Drama,1958,1957,TRUE
1790,277,Best Actress - Drama,1959,1958,TRUE
1791,819,Best Actress - Drama,1960,1959,TRUE
1792,820,Best Actress - Drama,1961,1960,TRUE
1793,821,Best Actress - Drama,1962,1961,TRUE
1794,505,Best Actress - Drama,1963,1962,TRUE
1795,822,Best Actress - Drama,1964,1963,TRUE
1796,823,Best Actress - Drama,1965,1964,TRUE
1797,824,Best Actress - Drama,1966,1965,TRUE
1798,16,Best Actress - Drama,1967,1966,TRUE
1799,825,Best Actress - Drama,1968,1967,TRUE
1800,826,Best Actress - Drama,1969,1968,TRUE
1801,63,Best Actress - Drama,1970,1969,TRUE
1802,343,Best Actress - Drama,1971,1970,TRUE
1803,317,Best Actress - Drama,1972,1971,TRUE
1804,559,Best Actress - Drama,1973,1972,TRUE
1805,827,Best Actress - Drama,1974,1973,TRUE
1806,828,Best Actress - Drama,1975,1974,TRUE
1807,410,Best Actress - Drama,1976,1975,TRUE
1808,395,Best Actress - Drama,1977,1976,TRUE
1809,690,Best Actress - Drama,1978,1977,TRUE
1810,148,Best Actress - Drama,1979,1978,TRUE
1811,318,Best Actress - Drama,1980,1979,TRUE
1812,416,Best Actress - Drama,1981,1980,TRUE
1813,406,Best Actress - Drama,1982,1981,TRUE
1814,490,Best Actress - Drama,1983,1982,TRUE
1815,510,Best Actress - Drama,1984,1983,TRUE
1816,429,Best Actress - Drama,1985,1984,TRUE
1817,418,Best Actress - Drama,1986,1985,TRUE
1818,135,Best Actress - Drama,1987,1986,TRUE
1819,205,Best Actress - Drama,1988,1987,TRUE
1820,829,Best Actress - Drama,1989,1988,TRUE
1821,830,Best Actress - Drama,1990,1989,TRUE
1822,159,Best Actress - Drama,1991,1990,TRUE
1823,702,Best Actress - Drama,1992,1991,TRUE
1824,463,Best Actress - Drama,1993,1992,TRUE
1825,640,Best Actress - Drama,1994,1993,TRUE
1826,99,Best Actress - Drama,1995,1994,TRUE
1827,325,Best Actress - Drama,1996,1995,TRUE
1828,479,Best Actress - Drama,1997,1996,TRUE
1829,831,Best Actress - Drama,1998,1997,TRUE
1830,832,Best Actress - Drama,1999,1998,TRUE
1831,49,Best Actress - Drama,2000,1999,TRUE
1832,833,Best Actress - Drama,2001,2000,TRUE
1833,380,Best Actress - Drama,2002,2001,TRUE
1834,595,Best Actress - Drama,2003,2002,TRUE
1835,374,Best Actress - Drama,2004,2003,TRUE
1836,834,Best Actress - Drama,2005,2004,TRUE
1837,736,Best Actress - Drama,2006,2005,TRUE
1838,81,Best Actress - Drama,2007,2006,TRUE
1839,76,Best Actress - Drama,2008,2007,TRUE
1840,835,Best Actress - Drama,2009,2008,TRUE
1841,836,Best Actress - Drama,2010,2009,TRUE
1842,606,Best Actress - Drama,2011,2010,TRUE
1843,605,Best Actress - Drama,2012,2011,TRUE
1844,759,Best Actress - Drama,2013,2012,TRUE
1845,98,Best Actress - Drama,2014,2013,TRUE
1846,502,Best Actress - Drama,2015,2014,TRUE
1847,837,Best Actress - Drama,2016,2015,TRUE
1848,838,Best Actress - Drama,2017,2016,TRUE
1849,781,Best Actress - Drama,2018,2017,TRUE
1850,566,Best Actress - Drama,2019,2018,TRUE
1851,352,Best Actress - Drama,2020,2019,TRUE
1852,401,Best Actress - Drama,2021,2020,TRUE
1853,839,Best Actress - Drama,2022,2021,TRUE
1854,727,Best Actress - Drama,2023,2022,TRUE
1855,60,Best Actress - Drama,2024,2023,TRUE
1856,536,Best Actress - Drama,2025,2024,TRUE
1857,253,Best Actress - Drama,2026,2025,TRUE
1858,673,Best Director,1944,1943,TRUE
1859,238,Best Director,1945,1944,TRUE
1860,625,Best Director,1946,1945,TRUE
1861,293,Best Director,1947,1946,TRUE
1862,229,Best Director,1948,1947,TRUE
1863,840,Best Director,1949,1948,TRUE
1864,43,Best Director,1950,1949,TRUE
1865,503,Best Director,1951,1950,TRUE
1866,804,Best Director,1952,1951,TRUE
1867,587,Best Director,1953,1952,TRUE
1868,223,Best Director,1954,1953,TRUE
1869,407,Best Director,1955,1954,TRUE
1870,427,Best Director,1956,1955,TRUE
1871,841,Best Director,1957,1956,TRUE
1872,534,Best Director,1958,1957,TRUE
1873,233,Best Director,1959,1958,TRUE
1874,92,Best Director,1960,1959,TRUE
1875,489,Best Director,1961,1960,TRUE
1876,304,Best Director,1962,1961,TRUE
1877,324,Best Director,1963,1962,TRUE
1878,48,Best Director,1964,1963,TRUE
1879,388,Best Director,1965,1964,TRUE
1880,177,Best Director,1966,1965,TRUE
1881,17,Best Director,1967,1966,TRUE
1882,580,Best Director,1968,1967,TRUE
1883,826,Best Director,1969,1968,TRUE
1884,63,Best Director,1970,1969,TRUE
1885,343,Best Director,1971,1970,TRUE
1886,570,Best Director,1972,1971,TRUE
1887,575,Best Director,1973,1972,TRUE
1888,561,Best Director,1974,1973,TRUE
1889,136,Best Director,1975,1974,TRUE
1890,410,Best Director,1976,1975,TRUE
1891,395,Best Director,1977,1976,TRUE
1892,690,Best Director,1978,1977,TRUE
1893,550,Best Director,1979,1978,TRUE
1894,67,Best Director,1980,1979,TRUE
1895,416,Best Director,1981,1980,TRUE
1896,448,Best Director,1982,1981,TRUE
1897,226,Best Director,1983,1982,TRUE
1898,784,Best Director,1984,1983,TRUE
1899,47,Best Director,1985,1984,TRUE
1900,435,Best Director,1986,1985,TRUE
1901,430,Best Director,1987,1986,TRUE
1902,611,Best Director,1988,1987,TRUE
1903,842,Best Director,1989,1988,TRUE
1904,102,Best Director,1990,1989,TRUE
1905,159,Best Director,1991,1990,TRUE
1906,298,Best Director,1992,1991,TRUE
1907,728,Best Director,1993,1992,TRUE
1908,464,Best Director,1994,1993,TRUE
1909,218,Best Director,1995,1994,TRUE
1910,468,Best Director,1996,1995,TRUE
1911,560,Best Director,1997,1996,TRUE
1912,709,Best Director,1998,1997,TRUE
1913,461,Best Director,1999,1998,TRUE
1914,49,Best Director,2000,1999,TRUE
1915,719,Best Director,2001,2000,TRUE
1916,380,Best Director,2002,2001,TRUE
1917,595,Best Director,2003,2002,TRUE
1918,623,Best Director,2004,2003,TRUE
1919,520,Best Director,2005,2004,TRUE
1920,113,Best Director,2006,2005,TRUE
1921,81,Best Director,2007,2006,TRUE
1922,76,Best Director,2008,2007,TRUE
1923,487,Best Director,2009,2008,TRUE
1924,78,Best Director,2010,2009,TRUE
1925,672,Best Director,2011,2010,TRUE
1926,519,Best Director,2012,2011,TRUE
1927,69,Best Director,2013,2012,TRUE
1928,2,Best Director,2014,2013,TRUE
1929,105,Best Director,2015,2014,TRUE
1930,656,Best Director,2016,2015,TRUE
1931,320,Best Director,2017,2016,TRUE
1932,781,Best Director,2018,2017,TRUE
1933,451,Best Director,2019,2018,TRUE
1934,4,Best Director,2020,2019,TRUE
1935,401,Best Director,2021,2020,TRUE
1936,643,Best Director,2022,2021,TRUE
1937,563,Best Director,2023,2022,TRUE
1938,415,Best Director,2024,2023,TRUE
1939,536,Best Director,2025,2024,TRUE
1940,409,Best Director,2026,2025,TRUE
